date,platform,spend,impressions,clicks
2023-09-29,Яндекс.Директ,4476,8952,354
2023-08-15,Google Ads,14329,14329,417
2023-09-20,Яндекс.Директ,27604,55208,2308
2024-12-09,Поиск (organic),17884,35768,1643
2025-03-27,Email-рассылка,55504,55504,2617
2024-01-21,ВКонтакте,51669,51669,2376
2024-03-22,Google Ads,29100,29100,669
2023-07-08,Email-рассылка,60598,121196,1747
2025-02-04,ВКонтакте,44576,89152,1109
2023-05-12,Яндекс.Директ,30294,90882,2673
2024-12-17,Google Ads,56697,113394,4263
2024-03-03,Email-рассылка,48692,97384,3077
2024-04-06,Email-рассылка,60745,60745,727
2023-06-29,Email-рассылка,46394,139182,2904
2023-05-06,Поиск (organic),46968,93936,3511
2023-06-24,ВКонтакте,84636,253908,12065
2023-09-09,Email-рассылка,20353,40706,473
2023-01-29,Яндекс.Директ,41383,82766,1684
2024-11-09,Поиск (organic),4135,4135,108
2023-07-06,Поиск (organic),13758,13758,515
2023-05-30,Google Ads,10805,21610,768
2024-04-13,Email-рассылка,75808,227424,10050
2024-11-04,ВКонтакте,83975,251925,10021
2025-01-02,Яндекс.Директ,28255,28255,889
2023-03-24,Яндекс.Директ,49336,98672,1165
2024-02-17,Яндекс.Директ,42919,85838,1022
2023-06-15,Яндекс.Директ,31523,63046,2226
2024-10-05,ВКонтакте,10310,20620,841
2024-05-08,ВКонтакте,5895,11790,283
2023-11-26,Поиск (organic),18228,54684,2678
2024-07-28,Поиск (organic),5223,10446,297
2023-01-12,Поиск (organic),47870,143610,5475
2024-07-04,Email-рассылка,9411,18822,926
2023-09-25,Поиск (organic),83754,167508,7073
2023-02-03,Яндекс.Директ,90105,270315,4576
2024-02-04,ВКонтакте,52631,52631,2002
2024-07-26,ВКонтакте,21836,65508,2815
2025-02-27,Поиск (organic),51667,155001,2437
2025-03-21,Email-рассылка,20417,61251,1532
2023-10-09,Google Ads,93671,187342,8121
2023-09-17,Поиск (organic),99740,299220,5668
2024-09-17,ВКонтакте,31845,63690,2847
2024-05-19,Яндекс.Директ,30893,30893,1187
2024-04-03,ВКонтакте,93020,186040,2318
2023-03-10,Google Ads,82066,82066,2239
2023-08-14,Яндекс.Директ,10760,32280,434
2024-05-04,Google Ads,40538,40538,1251
2024-08-16,Поиск (organic),56362,169086,3092
2024-08-30,Email-рассылка,71256,213768,6338
2023-11-03,Яндекс.Директ,40942,40942,1350
2025-02-04,ВКонтакте,95757,287271,14210
2023-06-21,Google Ads,66746,133492,4861
2024-05-16,Поиск (organic),12956,25912,500
2024-01-09,Поиск (organic),7101,21303,623
2023-06-07,Email-рассылка,40438,121314,3037
2023-12-18,ВКонтакте,59522,178566,5790
2024-01-03,Email-рассылка,61415,122830,5576
2023-12-12,Email-рассылка,58414,175242,8564
2024-06-12,ВКонтакте,29514,59028,1077
2023-01-07,Email-рассылка,47207,47207,2322
2025-02-23,ВКонтакте,3140,6280,112
2024-10-02,Поиск (organic),1310,3930,195
2023-07-19,Email-рассылка,56230,112460,4113
2025-01-11,Email-рассылка,6172,6172,213
2024-06-05,Поиск (organic),45379,45379,1488
2023-03-12,Email-рассылка,19992,39984,1302
2023-07-25,Яндекс.Директ,95946,95946,3816
2023-07-12,Email-рассылка,77447,232341,3763
2024-04-25,Google Ads,49790,99580,3622
2025-01-02,Email-рассылка,13960,27920,622
2023-12-06,ВКонтакте,4915,9830,229
2024-10-11,Яндекс.Директ,58801,117602,5225
2024-10-28,ВКонтакте,84457,253371,3944
2023-06-26,Яндекс.Директ,94550,283650,11529
2024-02-05,Яндекс.Директ,88763,88763,3155
2024-08-23,ВКонтакте,18536,18536,471
2024-08-11,Поиск (organic),93965,187930,2682
2024-12-18,Яндекс.Директ,87743,87743,1173
2024-02-13,Яндекс.Директ,22654,67962,2632
2023-08-30,Поиск (organic),21716,21716,858
2024-01-02,Email-рассылка,72186,144372,2407
2023-05-06,Яндекс.Директ,96599,289797,9182
2023-02-25,ВКонтакте,79468,79468,1276
2024-08-16,Поиск (organic),66068,66068,698
2023-11-03,Google Ads,20278,60834,2356
2023-04-02,Поиск (organic),72405,217215,9561
2024-09-16,Email-рассылка,83132,249396,5459
2023-03-26,Поиск (organic),1223,3669,109
2024-09-03,Яндекс.Директ,18592,55776,2175
2023-09-15,ВКонтакте,17401,17401,619
2024-06-28,Google Ads,86226,172452,7582
2024-04-05,Email-рассылка,28145,28145,1309
2023-01-07,Поиск (organic),90008,180016,3229
2023-04-09,Яндекс.Директ,49785,99570,3478
2024-02-03,Яндекс.Директ,35722,35722,428
2024-04-30,Поиск (organic),22196,66588,2761
2023-04-04,ВКонтакте,85906,171812,5659
2023-08-09,Яндекс.Директ,74419,74419,1223
2023-12-01,Яндекс.Директ,55822,55822,1838
2024-01-09,ВКонтакте,66558,199674,6583
2024-12-28,ВКонтакте,98361,98361,4310
2023-11-03,Яндекс.Директ,40034,120102,3628
2024-12-05,Google Ads,23895,47790,1521
2023-07-17,Google Ads,93327,186654,4967
2024-02-20,Яндекс.Директ,71312,213936,7225
2024-03-21,Поиск (organic),96965,193930,7697
2023-06-30,Яндекс.Директ,64592,193776,8187
2025-03-10,Яндекс.Директ,63393,126786,2151
2025-01-25,Яндекс.Директ,69093,207279,8816
2023-01-22,Поиск (organic),41516,124548,5633
2024-09-12,Яндекс.Директ,9363,28089,407
2023-05-31,Email-рассылка,30400,30400,1199
2023-09-09,Google Ads,13138,13138,356
2023-07-23,Яндекс.Директ,4878,9756,348
2024-06-05,Яндекс.Директ,98633,197266,3899
2024-02-17,Поиск (organic),24605,49210,1714
2023-08-05,Яндекс.Директ,17490,34980,1557
2024-01-11,Поиск (organic),35096,105288,1219
2023-12-29,ВКонтакте,22996,68988,1757
2023-06-05,Google Ads,66097,198291,3828
2025-02-17,ВКонтакте,4509,4509,71
2025-02-09,Google Ads,95911,95911,4622
2023-01-23,Яндекс.Директ,49723,149169,6031
2024-10-08,Email-рассылка,76193,76193,2977
2024-08-02,Яндекс.Директ,75405,150810,4850
2023-03-03,Email-рассылка,98953,98953,3951
2023-07-28,Яндекс.Директ,9761,29283,1055
2023-11-20,Email-рассылка,37168,74336,2922
2023-05-07,Google Ads,19410,58230,1074
2024-09-20,Google Ads,41618,124854,1930
2024-05-10,Google Ads,37760,75520,1996
2025-01-13,Яндекс.Директ,53843,107686,5288
2023-06-08,Google Ads,3144,9432,145
2025-01-20,Поиск (organic),27149,27149,404
2023-09-28,Поиск (organic),4934,14802,347
2023-03-03,Яндекс.Директ,4710,14130,620
2023-10-26,ВКонтакте,7502,15004,255
2024-01-20,Яндекс.Директ,50960,101920,3772
2023-08-25,Поиск (organic),19156,19156,269
2023-04-28,ВКонтакте,25821,25821,783
2024-03-12,ВКонтакте,32459,64918,1078
2024-04-27,Яндекс.Директ,44501,44501,1928
2025-01-14,Поиск (organic),63857,127714,4373
2024-08-23,Google Ads,96239,288717,11195
2024-01-12,Email-рассылка,18217,54651,1190
2023-04-22,Google Ads,81618,163236,1673
2024-12-10,Яндекс.Директ,95194,285582,4158
2023-04-10,Яндекс.Директ,53981,53981,2150
2023-08-29,Поиск (organic),81648,81648,1589
2024-05-06,ВКонтакте,51805,155415,2594
2024-07-28,Email-рассылка,56763,56763,1130
2023-06-18,ВКонтакте,44775,44775,2238
2023-12-30,Яндекс.Директ,95421,190842,6323
2023-06-21,Поиск (organic),60024,60024,731
2023-11-22,Email-рассылка,75069,75069,3693
2024-07-01,Email-рассылка,91704,91704,3136
2025-01-19,Яндекс.Директ,2638,5276,210
2024-12-15,Google Ads,66193,132386,1598
2024-04-09,Google Ads,99844,99844,3456
2025-02-10,ВКонтакте,79371,158742,6282
2023-03-21,Google Ads,19505,58515,1666
2025-01-20,Email-рассылка,13353,40059,1706
2023-11-20,Яндекс.Директ,93860,281580,10221
2023-09-29,Email-рассылка,89423,89423,2778
2023-08-18,Яндекс.Директ,43775,43775,1032
2024-09-10,Поиск (organic),47277,94554,3335
2024-02-09,Поиск (organic),33210,66420,1099
2023-04-14,ВКонтакте,23569,23569,322
2025-03-06,Яндекс.Директ,87194,261582,8931
2023-06-17,Яндекс.Директ,44238,44238,874
2024-02-05,Email-рассылка,16761,33522,1458
2023-08-12,ВКонтакте,31413,94239,2498
2024-11-23,Яндекс.Директ,4689,4689,208
2023-11-10,Яндекс.Директ,95957,287871,9923
2025-01-21,Email-рассылка,78215,78215,1944
2024-04-18,Яндекс.Директ,34894,104682,1145
2023-11-21,Google Ads,38841,38841,410
2024-01-15,Email-рассылка,33296,99888,3536
2023-12-14,Поиск (organic),14548,14548,673
2024-01-07,Поиск (organic),42947,85894,3963
2023-02-06,Яндекс.Директ,48499,96998,3715
2024-08-14,Google Ads,35184,70368,1252
2024-10-30,Email-рассылка,8338,25014,1189
2023-10-23,Яндекс.Директ,42676,85352,2857
2023-03-03,ВКонтакте,32238,32238,1076
2024-09-29,Яндекс.Директ,50086,100172,3024
2024-05-29,ВКонтакте,10663,21326,743
2025-03-06,Яндекс.Директ,5184,15552,570
2024-09-04,Поиск (organic),85784,85784,1996
2023-02-15,Email-рассылка,6522,6522,90
2023-03-19,ВКонтакте,45551,136653,6706
2024-12-21,ВКонтакте,39319,78638,2050
2023-02-16,ВКонтакте,79354,79354,2799
2023-10-06,Яндекс.Директ,54159,54159,1211
2025-01-16,ВКонтакте,28571,57142,1140
2024-02-20,Яндекс.Директ,19043,57129,1512
2023-01-27,Email-рассылка,16152,16152,379
2023-12-15,Email-рассылка,69547,69547,2456
2023-01-08,Яндекс.Директ,3105,3105,127
2023-04-13,Яндекс.Директ,18838,18838,667
2023-10-12,ВКонтакте,16714,16714,489
2024-11-13,Google Ads,38833,77666,3401
2024-01-05,Поиск (organic),98138,294414,9776
2024-12-29,Google Ads,96001,192002,5071
2024-12-01,Email-рассылка,27458,54916,2549
2023-03-05,Email-рассылка,12622,37866,1626
2023-01-21,Яндекс.Директ,7703,23109,550
2023-12-08,Google Ads,52979,105958,4355
2023-05-11,Email-рассылка,49995,149985,4922
2024-02-02,Email-рассылка,46448,92896,2733
2024-05-14,Поиск (organic),65372,130744,5395
2023-11-24,Яндекс.Директ,10928,32784,1633
2023-02-21,Google Ads,6064,12128,521
2023-04-05,Email-рассылка,77263,231789,11376
2024-12-16,ВКонтакте,79577,159154,1737
2023-06-12,Email-рассылка,60516,121032,3728
2025-02-15,Поиск (organic),24597,49194,594
2024-02-11,Поиск (organic),74799,149598,2273
2024-12-14,Email-рассылка,69751,69751,2015
2023-08-09,Email-рассылка,37071,74142,3388
2023-06-01,Email-рассылка,57784,57784,2671
2024-04-09,Google Ads,22662,67986,955
2024-10-01,Email-рассылка,40631,81262,1028
2023-03-16,Google Ads,92363,277089,8241
2024-12-03,Яндекс.Директ,19606,19606,674
2023-04-16,Email-рассылка,63892,63892,1959
2024-10-28,ВКонтакте,80819,161638,7730
2024-07-09,ВКонтакте,6553,6553,273
2024-06-30,Поиск (organic),95314,190628,3541
2023-01-17,Email-рассылка,95628,286884,4011
2023-07-28,Email-рассылка,59546,59546,1963
2023-06-05,Яндекс.Директ,30371,60742,2503
2023-04-02,Google Ads,53050,53050,2454
2023-04-04,Email-рассылка,31827,95481,3983
2025-01-13,Яндекс.Директ,92913,185826,7369
2023-06-11,Email-рассылка,28513,28513,715
2023-10-02,Яндекс.Директ,78072,156144,5920
2024-03-26,Google Ads,85253,85253,3880
2023-07-09,Google Ads,22168,44336,1659
2024-08-19,Email-рассылка,45246,90492,1295
2024-02-19,Google Ads,29641,59282,1477
2024-07-31,Google Ads,56077,56077,2292
2024-06-19,Яндекс.Директ,14715,44145,563
2023-06-27,ВКонтакте,67528,135056,4940
2023-08-23,Email-рассылка,9968,19936,262
2024-04-07,Поиск (organic),65031,65031,1074
2023-03-13,Яндекс.Директ,83304,166608,8007
2025-02-25,Яндекс.Директ,87497,87497,3420
2023-06-24,ВКонтакте,75334,75334,2582
2023-02-01,Email-рассылка,16992,16992,215
2023-05-02,Поиск (organic),40752,122256,5684
2023-05-08,Email-рассылка,39981,119943,4934
2023-10-29,Яндекс.Директ,99454,298362,4777
2024-03-02,Поиск (organic),77374,77374,2769
2024-02-12,Google Ads,68051,136102,2683
2023-12-29,ВКонтакте,78814,157628,3684
2023-05-20,Яндекс.Директ,37176,37176,785
2023-09-01,ВКонтакте,26410,52820,1447
2025-01-30,ВКонтакте,77727,77727,3733
2023-05-23,Email-рассылка,81591,81591,1377
2024-01-28,Email-рассылка,4069,4069,197
2025-01-19,Google Ads,76455,229365,9808
2023-06-27,Email-рассылка,62702,188106,4545
2025-01-12,Email-рассылка,81169,81169,1018
2023-11-01,ВКонтакте,30454,91362,4197
2023-12-12,Email-рассылка,37035,74070,2866
2024-05-16,Поиск (organic),13469,26938,1200
2024-09-28,Яндекс.Директ,57752,173256,6356
2023-08-20,Поиск (organic),19906,19906,835
2023-05-20,Google Ads,43672,43672,1860
2024-01-12,ВКонтакте,83671,83671,1427
2023-09-05,Email-рассылка,71820,143640,4915
2025-01-26,Google Ads,13699,41097,694
2023-10-08,Поиск (organic),14894,29788,460
2023-08-02,Яндекс.Директ,91217,182434,2374
2023-12-23,Яндекс.Директ,63352,190056,4513
2023-04-16,Email-рассылка,2580,7740,287
2023-08-30,Email-рассылка,53962,161886,6454
2023-11-13,Поиск (organic),14717,14717,183
2024-04-15,Поиск (organic),31359,31359,651
2024-06-14,ВКонтакте,39677,79354,2083
2024-07-13,Google Ads,53772,107544,4042
2024-09-06,Яндекс.Директ,79876,159752,2060
2024-01-01,ВКонтакте,94927,189854,8456
2023-03-29,Яндекс.Директ,27558,55116,1817
2023-11-13,Яндекс.Директ,85548,85548,4127
2024-03-17,Поиск (organic),70126,210378,7877
2024-04-02,ВКонтакте,96541,96541,4097
2025-02-24,ВКонтакте,72322,72322,1237
2024-02-05,Поиск (organic),82069,82069,3055
2023-11-13,Email-рассылка,43954,43954,1148
2024-06-07,Email-рассылка,39705,39705,937
2024-04-27,Email-рассылка,17711,17711,647
2024-09-21,ВКонтакте,13791,27582,1234
2024-12-13,ВКонтакте,86221,86221,2861
2024-11-14,Яндекс.Директ,55084,165252,7997
2023-04-11,Email-рассылка,49962,99924,1134
2024-11-14,Email-рассылка,96991,193982,5430
2023-03-25,Google Ads,43221,129663,3121
2023-03-28,ВКонтакте,50682,50682,647
2025-03-12,Поиск (organic),69920,139840,3988
2023-05-12,Email-рассылка,45832,91664,1781
2023-10-20,Поиск (organic),91397,274191,13069
2023-05-31,Яндекс.Директ,11570,34710,1584
2024-04-21,Email-рассылка,46536,93072,1417
2024-01-14,ВКонтакте,25813,77439,3019
2024-11-11,Google Ads,83590,250770,7270
2024-12-16,Google Ads,57542,172626,4872
2024-08-27,Email-рассылка,7233,7233,268
2023-04-17,Поиск (organic),67343,202029,4159
2024-10-02,Яндекс.Директ,92560,92560,3495
2023-08-11,Яндекс.Директ,66743,66743,2128
2024-09-30,Яндекс.Директ,95625,95625,2741
2024-09-10,Поиск (organic),20292,40584,1322
2025-01-17,Email-рассылка,8377,25131,441
2023-01-08,ВКонтакте,74464,223392,3829
2023-07-07,Email-рассылка,6427,12854,155
2023-12-21,Email-рассылка,80548,241644,5155
2024-07-02,ВКонтакте,33162,66324,796
2024-05-15,ВКонтакте,70298,210894,7621
2024-08-30,Google Ads,34495,68990,1296
2024-04-28,ВКонтакте,19464,58392,1187
2024-03-29,Google Ads,24365,24365,318
2023-06-29,Google Ads,63656,190968,2702
2025-01-06,Google Ads,86409,259227,3669
2024-02-04,Email-рассылка,63195,63195,2427
2024-07-24,Google Ads,35213,70426,1018
2023-04-27,ВКонтакте,40010,40010,890
2024-01-15,Email-рассылка,77717,155434,3726
2023-11-12,Google Ads,31004,93012,2434
2025-01-02,Поиск (organic),78223,234669,3266
2023-03-12,Яндекс.Директ,11616,23232,1160
2023-02-26,Email-рассылка,18151,54453,2151
2024-10-17,ВКонтакте,2672,8016,286
2023-07-17,Google Ads,43330,43330,1902
2023-04-07,Email-рассылка,73327,73327,1207
2024-08-30,Email-рассылка,85310,85310,2201
2023-12-30,Email-рассылка,67331,134662,6644
2024-12-01,Яндекс.Директ,40303,120909,1605
2023-03-28,Google Ads,87888,87888,1374
2024-11-28,Яндекс.Директ,20083,20083,285
2023-11-24,Яндекс.Директ,62975,188925,9007
2025-03-07,ВКонтакте,63549,190647,8460
2024-07-06,Поиск (organic),60367,120734,3697
